sym	name	type	EnsemblID	EntrezGeneID	OMIMID	RefSeqID	UniProtID	UCSCID	start	end	strand	GO_C	GO_F	GO_P	HPAclass	HPAlocation	HPAprognostic	HPAcancerCat	HPAtissueCat	HPAspecificExpr	HPAnonSpecificExpr
PLTP	phospholipid transfer protein	protein	ENSG00000100979	5360	172425	NM_001242920	P55058	uc002xqn.3	45898621	45912155	-1	GO:0005615	GO:0008289	GO:0048870	Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins, Transporters	NA	Renal cancer:9.52e-8 (unfavourable)	Expressed in all	Expressed in all	NA	placenta: 635.6
PMEPA1	prostate transmembrane protein, androgen induced 1	protein	ENSG00000124225	56937	606564	NM_001255976	Q969W9	uc002xyt.5	57648392	57711536	-1	GO:0005886	GO:0003674	GO:0007165	Cancer-related genes, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	Vesicles	Renal cancer:2.87e-7 (unfavourable), Lung cancer:4.73e-5 (unfavourable), Cervical cancer:2.45e-4 (unfavourable), Urothelial cancer:7.60e-4 (unfavourable)	Expressed in all	Tissue enhanced	cervix, uterine: 146.1;prostate: 179.6	endometrium: 60.3
POFUT1	protein O-fucosyltransferase 1	protein	ENSG00000101346	23509	607491	NM_015352	Q9H488	uc002wxp.4	32207880	32238667	1	GO:0005783	GO:0016757	GO:0005975	Disease related genes, Enzymes, Potential drug targets, Predicted secreted proteins	Centrosome	NA	Expressed in all	Expressed in all	NA	parathyroid gland: 35.7
POLR3F	RNA polymerase III subunit F	protein	ENSG00000132664	10621	617455	NM_001282526	Q9H1D9	uc002wqv.5	18467127	18484643	1	GO:0005654	GO:0016779	GO:0002376	Predicted intracellular proteins, RNA polymerase related proteins	Nucleus	Liver cancer:8.87e-9 (unfavourable), Pancreatic cancer:6.48e-4 (favourable)	Expressed in all	Mixed	NA	thyroid gland: 11.6
PPDPF	pancreatic progenitor cell differentiation and proliferation factor	protein	ENSG00000125534	79144	NA	NM_024299	Q9H3Y8	uc002yff.4	63520724	63522206	1	NA	NA	GO:0048856	Predicted intracellular proteins	Nucleoplasm<br>Nucleoli<br>Microtubules	Renal cancer:3.91e-4 (favourable)	Expressed in all	Expressed in all	NA	stomach: 210.2
PPP1R3D	protein phosphatase 1 regulatory subunit 3D	protein	ENSG00000132825	5509	603326	NM_006242	O95685	uc002ybb.4	59936668	59940297	-1	GO:0043226	GO:0016791	GO:0006091	Predicted intracellular proteins	Nucleoli<br>Vesicles<br>Mitochondria	Stomach cancer:9.14e-4 (favourable)	Expressed in all	Mixed	NA	parathyroid gland: 11.1
PPP1R16B	protein phosphatase 1 regulatory subunit 16B	protein	ENSG00000101445	26051	613275	NM_001172735	Q96T49	uc002xje.3	38805705	38923024	1	GO:0005886	GO:0030234	GO:0048856	Predicted intracellular proteins	Nuclear speckles<br>Plasma membrane	Head and neck cancer:7.87e-5 (favourable), Cervical cancer:2.11e-4 (favourable)	Expressed in all	Tissue enhanced	cerebral cortex: 50.9	lymph node: 44.2
PRELID3B	PRELI domain containing 3B	protein	ENSG00000101166	51012	NA	NM_001256403	Q9Y3B1	NA	59033145	59042909	-1	GO:0005575	GO:0003674	GO:0006810	Predicted intracellular proteins	Nucleus	Liver cancer:6.96e-5 (unfavourable), Endometrial cancer:5.04e-4 (unfavourable)	Expressed in all	Expressed in all	NA	duodenum: 88.0
PREX1	phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 1	protein	ENSG00000124126	57580	606905	NM_020820	Q8TCU6	uc002xtw.2	48624252	48827883	-1	GO:0005886	GO:0008289	GO:0048870	Predicted intracellular proteins	Vesicles<br>Cytosol	Head and neck cancer:8.56e-4 (favourable)	Expressed in all	Expressed in all	NA	spleen: 60.8
PRND	prion like protein doppel	protein	ENSG00000171864	23627	604263	NM_012409	Q9UKY0	uc002wkz.5	4721910	4728460	1	GO:0005576	GO:0043167	GO:0042592	Predicted membrane proteins, Transporters	NA	NA	Tissue enhanced	Tissue enriched	testis: 136.5	endometrium: 6.0
PRNP	prion protein	protein	ENSG00000171867	5621	176640	NM_000311	F7VJQ1, P04156	uc021wae.3	4686236	4701590	1	GO:0005794	GO:0008092	GO:0050877	CD markers, Disease related genes, Plasma proteins, Potential drug targets, Predicted membrane proteins, Predicted secreted proteins, Transporters	Nuclear membrane<br>Vesicles<br>Cytosol	Liver cancer:7.41e-5 (unfavourable), Glioma:1.99e-4 (unfavourable), Colorectal cancer:2.96e-4 (unfavourable), Endometrial cancer:4.64e-4 (unfavourable)	Expressed in all	Expressed in all	NA	cerebral cortex: 619.4
PROCR	protein C receptor	protein	ENSG00000101000	10544	600646	NM_006404	Q9UNN8	uc284prb.1	35172073	35216240	1	GO:0005815	GO:0003674	GO:0048870	Candidate cardiovascular disease genes, CD markers, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	NA	Renal cancer:7.62e-6 (unfavourable)	Expressed in all	Expressed in all	NA	adipose tissue: 63.0
PROKR2	prokineticin receptor 2	protein	ENSG00000101292	128674	607123	NM_144773	Q8NFJ6	uc010zqw.3	5302040	5314369	-1	GO:0005886	GO:0004871	GO:0003013	Disease related genes, G-protein coupled receptors, Plasma proteins, Potential drug targets, Predicted membrane proteins	NA	NA	Not detected	Tissue enhanced	cerebral cortex: 3.0	bone marrow: 0.8
PRPF6	pre-mRNA processing factor 6	protein	ENSG00000101161	24148	613979	NM_012469	O94906	uc002yho.4	63981135	64033100	1	GO:0005654	GO:0008134	GO:0022618	Disease related genes, Plasma proteins, Predicted intracellular proteins	Nuclear speckles	NA	Expressed in all	Expressed in all	NA	fallopian tube: 80.3
PSMA7	proteasome subunit alpha 7	protein	ENSG00000101182	5688	606607	NM_002792	O14818	uc002ybx.3	62136735	62143440	-1	GO:0005654	GO:0008233	GO:0044403	Enzymes, Plasma proteins, Predicted intracellular proteins	NA	Liver cancer:2.54e-5 (unfavourable)	Expressed in all	Expressed in all	NA	adipose tissue: 208.4
PSMF1	proteasome inhibitor subunit 1	protein	ENSG00000125818	9491	617858	NM_001323407	Q92530	uc002wel.4	1113263	1189415	1	GO:0005783	GO:0030234	GO:0055085	Predicted intracellular proteins	Cytosol	NA	Expressed in all	Expressed in all	NA	testis: 136.0
PTGIS	prostaglandin I2 synthase	protein	ENSG00000124212	5740	601699	NM_000961	Q16647	uc002xut.4	49503874	49568146	-1	GO:0005783	GO:0016853	GO:0051186	Disease related genes, Enzymes, FDA approved drug targets, Plasma proteins, Predicted membrane proteins	Endoplasmic reticulum	Renal cancer:4.74e-8 (unfavourable), Urothelial cancer:9.99e-5 (unfavourable)	Expressed in all	Mixed	NA	fallopian tube: 78.2
PTK6	protein tyrosine kinase 6	protein	ENSG00000101213	5753	602004	NM_001256358	Q13882	uc002yfg.5	63528001	63537370	-1	GO:0005654	GO:0016301	GO:0048870	Cancer-related genes, Enzymes, Predicted intracellular proteins	Nucleoplasm<br>Nuclear bodies<br>Plasma membrane<br>Cytosol	Renal cancer:1.26e-9 (unfavourable), Pancreatic cancer:1.96e-4 (unfavourable)	Mixed	Tissue enhanced	esophagus: 61.0;skin: 60.4	duodenum: 29.2
PTPN1	protein tyrosine phosphatase, non-receptor type 1	protein	ENSG00000196396	5770	176885	NM_001278618	P18031	uc002xvl.5	50510321	50585241	1	GO:0005768	GO:0016791	GO:0007010	Enzymes, Predicted membrane proteins	Endoplasmic reticulum	NA	Expressed in all	Expressed in all	NA	parathyroid gland: 62.6
PTPRA	protein tyrosine phosphatase, receptor type A	protein	ENSG00000132670	5786	176884	NM_002836	P18433	uc002whk.4	2864184	3039076	1	GO:0005622	GO:0016791	GO:0006464	Enzymes, Plasma proteins, Predicted membrane proteins, Predicted secreted proteins	Nucleus<br>Vesicles	Renal cancer:3.29e-6 (favourable)	Expressed in all	Expressed in all	NA	cerebral cortex: 167.4
PTPRT	protein tyrosine phosphatase, receptor type T	protein	ENSG00000196090	11122	608712	NM_007050	O14522	uc061xcb.1	42072752	43189970	-1	GO:0005886	GO:0016791	GO:0007155	Cancer-related genes, Enzymes, Predicted intracellular proteins, Predicted membrane proteins	NA	NA	Tissue enhanced	Group enriched	cerebral cortex: 24.3;fallopian tube: 17.4	placenta: 4.0
PXMP4	peroxisomal membrane protein 4	protein	ENSG00000101417	11264	616397	NM_007238	Q9Y6I8	uc002wzv.4	33702754	33720319	-1	GO:0005777	GO:0003674	GO:0008150	Predicted intracellular proteins, Predicted membrane proteins, Transporters	Nucleoli fibrillar center<br>Peroxisomes	Renal cancer:4.03e-10 (favourable), Lung cancer:3.88e-4 (favourable)	Expressed in all	Expressed in all	NA	parathyroid gland: 30.1
PYGB	glycogen phosphorylase B	protein	ENSG00000100994	5834	138550	NM_002862	P11216	uc002wup.4	25248069	25298014	1	GO:0005576	GO:0016757	GO:0006091	Candidate cardiovascular disease genes, Enzymes, Plasma proteins, Predicted intracellular proteins	Cytosol	Lung cancer:1.10e-4 (unfavourable), Urothelial cancer:1.43e-4 (unfavourable), Liver cancer:4.37e-4 (unfavourable)	Expressed in all	Expressed in all	NA	seminal vesicle: 149.4
R3HDML	R3H domain containing like	protein	ENSG00000101074	140902	NA	NM_178491	Q9H3Y0	uc002xls.3	44336986	44351235	1	GO:0005576	GO:0030234	GO:0008150	Predicted secreted proteins	NA	NA	Tissue enhanced	Tissue enhanced	duodenum: 2.2;small intestine: 2.7	testis: 0.8
RAB5IF	RAB5 interacting factor	protein	ENSG00000101084	55969	NA	NM_001199534	Q9BUV8	uc002xfq.3	36605734	36612557	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RAB22A	RAB22A, member RAS oncogene family	protein	ENSG00000124209	57403	612966	NM_020673	Q9UL26	uc002xyz.4	58309696	58367507	1	GO:0005768	GO:0003924	GO:0016192	Predicted intracellular proteins	Centrosome	Liver cancer:7.33e-5 (unfavourable)	Expressed in all	Expressed in all	NA	parathyroid gland: 23.1
RAD21L1	RAD21 cohesin complex component like 1	protein	ENSG00000244588	642636	NA	NM_001136566	Q9H4I0	uc010gab.1	1226056	1296421	1	GO:0005694	GO:0003674	GO:0051276	Predicted intracellular proteins	NA	NA	Not detected	Tissue enriched	testis: 21.7	seminal vesicle: 0.2
RAE1	ribonucleic acid export 1	protein	ENSG00000101146	8480	603343	NM_001015885	P78406	uc002xyg.4	57351010	57379211	1	GO:0005635	GO:0032182	GO:0006913	Plasma proteins, Predicted intracellular proteins, Transporters	Nucleus<br>Nucleoli fibrillar center	Liver cancer:2.12e-7 (unfavourable), Endometrial cancer:2.44e-4 (unfavourable)	Expressed in all	Tissue enriched	testis: 183.9	bone marrow: 31.4
RALGAPA2	Ral GTPase activating protein catalytic alpha subunit 2	protein	ENSG00000188559	57186	NA	NM_020343	Q2PPJ7	uc002wrz.4	20389552	20712488	-1	GO:0005615	GO:0030234	GO:0008150	Predicted intracellular proteins, Predicted membrane proteins	Plasma membrane<br>Cytosol	Renal cancer:3.77e-5 (favourable)	Expressed in all	Expressed in all	NA	thyroid gland: 39.9
RALGAPB	Ral GTPase activating protein non-catalytic beta subunit	protein	ENSG00000170471	57148	NA	NM_001282917	Q86X10	uc002xiw.5	38472816	38578861	1	NA	GO:0030234	GO:0008150	Plasma proteins, Predicted intracellular proteins	Nuclear speckles	Renal cancer:7.25e-4 (favourable)	Expressed in all	Expressed in all	NA	parathyroid gland: 46.2
RALY	RALY heterogeneous nuclear ribonucleoprotein	protein	ENSG00000125970	22913	614663	NM_007367	Q9UKM9	uc002xab.4	33993646	34108308	1	GO:0032991	GO:0000988	GO:0006397	Plasma proteins, Predicted intracellular proteins	Nucleoplasm	Liver cancer:3.60e-4 (unfavourable)	Expressed in all	Expressed in all	NA	testis: 140.8
RASSF2	Ras association domain family member 2	protein	ENSG00000101265	9770	609492	NM_014737	P50749	uc002wlf.3	4780023	4823645	-1	GO:0005794	GO:0016301	GO:0007049	Predicted intracellular proteins	Nucleoplasm<br>Golgi apparatus<br>Plasma membrane<br>Cytosol	Renal cancer:7.82e-4 (unfavourable)	Expressed in all	Tissue enhanced	cerebral cortex: 148.5	lymph node: 68.8
RBBP8NL	RBBP8 N-terminal like	protein	ENSG00000130701	140893	NA	NM_080833	Q8NC74	uc002ycw.3	62410237	62427533	-1	GO:0005615	NA	NA	Predicted intracellular proteins	NA	Urothelial cancer:6.91e-4 (favourable)	Mixed	Tissue enhanced	small intestine: 5.2	duodenum: 4.5
RBBP9	RB binding protein 9, serine hydrolase	protein	ENSG00000089050	10741	602908	NM_006606	O75884	uc002wqy.5	18486540	18497243	-1	GO:0005654	GO:0003674	GO:0008150	Predicted intracellular proteins	Nucleoplasm	NA	Expressed in all	Expressed in all	NA	thyroid gland: 40.8
RBCK1	RANBP2-type and C3HC4-type zinc finger containing 1	protein	ENSG00000125826	10616	610924	NM_001323956	Q9BYM8	uc002wdp.5	407498	430966	1	GO:0032991	GO:0032182	GO:0044403	Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins	NA	Renal cancer:7.41e-9 (unfavourable)	Expressed in all	Expressed in all	NA	spleen: 51.2
RBL1	RB transcriptional corepressor like 1	protein	ENSG00000080839	5933	116957	NM_001323281	P28749	uc002xgi.5	36996349	37095995	-1	GO:0005654	GO:0008134	GO:0007049	Cancer-related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	Nucleoplasm	Renal cancer:2.52e-6 (unfavourable)	Expressed in all	Mixed	NA	bone marrow: 9.2
RBM12	RNA binding motif protein 12	protein	ENSG00000244462	10137	607179	NM_001198838	Q9NTZ6	uc002xdr.4	35648925	35664956	-1	GO:0005654	GO:0003723	NA	Predicted intracellular proteins	Nucleoplasm	Liver cancer:1.54e-4 (unfavourable)	Expressed in all	Expressed in all	NA	ovary: 47.6
RBM38	RNA binding motif protein 38	protein	ENSG00000132819	55544	612428	NM_001291780	Q9H0Z9	uc010zzj.3	57391407	57409333	1	GO:0005829	GO:0003729	GO:0007049	Predicted intracellular proteins	Nucleoplasm<br>Cytosol	Cervical cancer:3.64e-7 (favourable), Renal cancer:1.05e-5 (unfavourable), Thyroid cancer:1.63e-4 (favourable)	Expressed in all	Expressed in all	NA	bone marrow: 86.8
RBM39	RNA binding motif protein 39	protein	ENSG00000131051	9584	604739	NM_001242599	Q14498	uc002xeb.4	35701347	35742312	-1	GO:0005815	GO:0003723	GO:0006397	Plasma proteins, Predicted intracellular proteins	Nucleoplasm<br>Nuclear speckles<br>Microtubules<br>Microtubule organizing center	Renal cancer:2.78e-5 (unfavourable)	Expressed in all	Expressed in all	NA	bone marrow: 123.0
RBPJL	recombination signal binding protein for immunoglobulin kappa J region like	protein	ENSG00000124232	11317	616104	NM_001281448	Q9UBG7	uc002xns.5	45306851	45317824	1	GO:0032991	GO:0003700	GO:0009058	Predicted intracellular proteins, Transcription factors	NA	NA	Group enriched	Tissue enriched	pancreas: 205.8	stomach: 1.3
REM1	RRAD and GEM like GTPase 1	protein	ENSG00000088320	28954	610388	NM_014012	O75628	uc002wwa.5	31475293	31484905	1	GO:0005575	GO:0003924	GO:0007165	Predicted intracellular proteins	NA	Renal cancer:1.84e-6 (unfavourable)	Mixed	Mixed	NA	cervix, uterine: 12.3
RGS19	regulator of G protein signaling 19	protein	ENSG00000171700	10287	605071	NM_001039467	P49795	uc002yib.5	64073181	64079988	-1	GO:0005794	GO:0030234	GO:0006914	Predicted intracellular proteins	Nucleoli fibrillar center<br>Cell Junctions	Renal cancer:2.06e-9 (unfavourable), Liver cancer:2.75e-4 (unfavourable)	Expressed in all	Tissue enhanced	spleen: 53.7	lymph node: 39.8
RIMS4	regulating synaptic membrane exocytosis 4	protein	ENSG00000101098	140730	611601	NM_001205317	Q9H426	uc002xms.4	44751808	44810338	-1	GO:0005575	GO:0003674	GO:0016192	Predicted intracellular proteins	Nucleoplasm	NA	Group enriched	Tissue enhanced	cerebral cortex: 27.3;testis: 20.3	fallopian tube: 13.3
RIN2	Ras and Rab interactor 2	protein	ENSG00000132669	54453	610222	NM_001242581	Q8WYP3	uc002wro.3	19886521	20002457	1	GO:0005829	GO:0030234	GO:0016192	Disease related genes, Predicted intracellular proteins	Nucleoli<br>Golgi apparatus<br>Cytosol	Renal cancer:8.34e-6 (favourable)	Expressed in all	Expressed in all	NA	gallbladder: 28.9
RIPOR3	RIPOR family member 3	protein	ENSG00000042062	140876	NA	NM_001290268	Q96MK2	uc010zyt.3	50586108	50691528	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RNF24	ring finger protein 24	protein	ENSG00000101236	11237	612489	NM_001134337	Q9Y225	uc002wkh.4	3927309	4015582	-1	GO:0005794	GO:0043167	GO:0009056	Predicted membrane proteins	Golgi apparatus	Renal cancer:2.67e-7 (unfavourable), Liver cancer:3.81e-5 (unfavourable)	Expressed in all	Mixed	NA	bone marrow: 34.2
RNF114	ring finger protein 114	protein	ENSG00000124226	55905	612451	NM_018683	Q9Y508	uc002xux.4	49936336	49953892	1	GO:0005622	GO:0019899	GO:0030154	Enzymes, Predicted intracellular proteins	Plasma membrane<br>Cytosol	Endometrial cancer:8.10e-6 (unfavourable), Thyroid cancer:3.01e-4 (favourable), Liver cancer:3.11e-4 (unfavourable)	Expressed in all	Expressed in all	NA	testis: 149.2
ROMO1	reactive oxygen species modulator 1	protein	ENSG00000125995	140823	NA	NM_080748	P60602	uc010gfm.4	35699272	35700984	1	GO:0005739	GO:0003674	GO:0007568	Predicted intracellular proteins, Transporters	NA	NA	Expressed in all	Expressed in all	NA	adrenal gland: 120.8
RPN2	ribophorin II	protein	ENSG00000118705	6185	180490	NM_001135771	P04844	uc002xgp.4	37178410	37241623	1	GO:0005783	GO:0016757	GO:0007568	Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	Endoplasmic reticulum	Renal cancer:1.44e-10 (unfavourable), Liver cancer:1.38e-4 (unfavourable), Urothelial cancer:2.44e-4 (unfavourable)	Expressed in all	Expressed in all	NA	epididymis: 364.2
RPRD1B	regulation of nuclear pre-mRNA domain containing 1B	protein	ENSG00000101413	58490	614694	NM_021215	Q9NQG5	uc002xho.5	38033546	38127780	1	GO:0005815	GO:0019899	GO:0006464	Predicted intracellular proteins	Nucleoplasm<br>Centrosome<br>Cytosol	NA	Expressed in all	Expressed in all	NA	parathyroid gland: 29.6
RPS21	ribosomal protein S21	protein	ENSG00000171858	6227	180477	NM_001024	P63220	uc002ycr.4	62387116	62388520	1	GO:0005840	GO:0003735	GO:0006412	Plasma proteins, Predicted intracellular proteins, Ribosomal proteins	Endoplasmic reticulum<br>Cytosol	Liver cancer:8.46e-4 (unfavourable)	Expressed in all	Expressed in all	NA	ovary: 2356.2
RRBP1	ribosome binding protein 1	protein	ENSG00000125844	6238	601418	NM_001042576	Q9P2E9	uc002wpw.2	17613678	17682295	-1	GO:0005840	GO:0003723	GO:0006412	Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	Endoplasmic reticulum	Endometrial cancer:1.41e-4 (favourable), Urothelial cancer:9.38e-4 (unfavourable)	Expressed in all	Expressed in all	NA	thyroid gland: 218.2
RSPO4	R-spondin 4	protein	ENSG00000101282	343637	610573	NM_001029871	Q2I0M5	uc002wej.4	958452	1002264	-1	GO:0005576	GO:0043167	GO:0048856	Disease related genes, Predicted secreted proteins	NA	Endometrial cancer:2.98e-6 (unfavourable)	Mixed	Tissue enhanced	lung: 6.8	testis: 2.4
RTEL1	regulator of telomere elongation helicase 1	protein	ENSG00000258366	51750	608833	NM_001283009	Q9NZ71	uc002yfu.3	63657810	63696253	1	GO:0005654	GO:0004386	GO:0051276	Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins	Nuclear speckles<br>Nuclear bodies	NA	Not detected	Expressed in all	NA	testis: 13.2
RTF2	replication termination factor 2	protein	ENSG00000022277	51507	NA	NM_001283035	Q9BY42	uc002xxt.4	56468585	56519449	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SALL4	spalt like transcription factor 4	protein	ENSG00000101115	57167	607343	NM_001318031	Q9UJQ4	uc002xwh.6	51782331	51802520	-1	GO:0005654	GO:0008134	GO:0008283	Cancer-related genes, Disease related genes, Predicted intracellular proteins, Transcription factors	Nucleoplasm	NA	Tissue enriched	Group enriched	parathyroid gland: 6.7;prostate: 1.4;testis: 5.8;thyroid gland: 3.5	urinary bladder: 0.6
SAMD10	sterile alpha motif domain containing 10	protein	ENSG00000130590	140700	NA	NM_080621	Q9BYL1	uc002yhm.2	63974113	63980008	-1	NA	NA	NA	Predicted intracellular proteins	Nucleoplasm	Liver cancer:4.60e-4 (unfavourable)	Expressed in all	Mixed	NA	lymph node: 7.6
SAMHD1	SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1	protein	ENSG00000101347	25939	606754	NM_015474	Q9Y3Z3	uc002xgh.3	36890229	36951843	-1	GO:0005622	GO:0004518	GO:0034655	Disease related genes, Plasma proteins, Predicted intracellular proteins	Nucleoplasm<br>Plasma membrane	Renal cancer:5.12e-4 (unfavourable)	Expressed in all	Expressed in all	NA	spleen: 133.3
SCAND1	SCAN domain containing 1	protein	ENSG00000171222	51282	610416	NM_016558	P57086	uc002xep.3	35953617	35959472	-1	GO:0005634	GO:0000988	GO:0008150	Plasma proteins, Predicted intracellular proteins	Nucleus<br>Actin filaments<br>Cytosol	NA	Expressed in all	Expressed in all	NA	duodenum: 29.4
SCP2D1	SCP2 sterol binding domain containing 1	protein	ENSG00000132631	140856	NA	NM_178483	Q9UJQ7	uc002wrk.4	18813726	18814392	1	NA	GO:0008289	GO:0006629	Predicted intracellular proteins	NA	NA	Not detected	Tissue enriched	testis: 59.2	all non-specific tissues: 0.0
SCRT2	scratch family transcriptional repressor 2	protein	ENSG00000215397	85508	NA	NM_033129	Q9NQ03	uc002wec.3	661596	676179	-1	GO:0005575	GO:0003700	GO:0009058	Predicted intracellular proteins, Transcription factors	Nucleoplasm	NA	Tissue enriched	Not detected	NA	cerebral cortex: 0.6
SDC4	syndecan 4	protein	ENSG00000124145	6385	600017	NM_002999	P31431	uc002xnu.4	45325288	45348424	-1	GO:0005886	GO:0004871	GO:0048646	Cancer-related genes, Predicted membrane proteins, Transporters	Golgi apparatus<br>Plasma membrane	Renal cancer:2.44e-7 (favourable), Thyroid cancer:2.67e-4 (favourable), Pancreatic cancer:4.20e-4 (unfavourable)	Expressed in all	Expressed in all	NA	lung: 250.2
SDCBP2	syndecan binding protein 2	protein	ENSG00000125775	27111	617358	NM_001199784	Q9H190	uc002wev.5	1309909	1329239	-1	GO:0005730	GO:0008289	GO:0008283	Predicted intracellular proteins	Vesicles<br>Cytosol	Lung cancer:2.42e-4 (unfavourable), Pancreatic cancer:3.07e-4 (unfavourable), Urothelial cancer:3.37e-4 (favourable)	Expressed in all	Tissue enhanced	duodenum: 135.1;small intestine: 143.9	stomach: 94.5
SEC23B	Sec23 homolog B, coat complex II component	protein	ENSG00000101310	10483	610512	NM_001172745	Q15437	uc002wqz.3	18507493	18561415	1	GO:0005783	GO:0043167	GO:0061024	Disease related genes, Plasma proteins, Predicted intracellular proteins	Vesicles	Endometrial cancer:8.25e-4 (favourable)	Expressed in all	Expressed in all	NA	thyroid gland: 85.7
SEL1L2	SEL1L2 ERAD E3 ligase adaptor subunit	protein	ENSG00000101251	80343	614289	NM_001271539	Q5TEA6	uc061vme.1	13849247	13996443	-1	GO:0005575	NA	NA	Predicted intracellular proteins, Predicted membrane proteins	NA	NA	Not detected	Tissue enriched	testis: 12.6	endometrium: 0.2
SEMG1	semenogelin 1	protein	ENSG00000124233	6406	182140	NM_003007	P04279	uc002xni.3	45206997	45209772	1	GO:0005615	GO:0043167	GO:0065003	Plasma proteins, Predicted secreted proteins	NA	NA	Tissue enriched	Tissue enriched	seminal vesicle: 41483.3	cervix, uterine: 2.3
SEMG2	semenogelin 2	protein	ENSG00000124157	6407	182141	NM_003008	Q02383	uc002xnk.4	45221300	45224458	1	GO:0005615	GO:0019899	GO:0065003	Plasma proteins, Predicted secreted proteins	NA	NA	Tissue enriched	Tissue enriched	seminal vesicle: 14103.4	cervix, uterine,kidney: 0.7
SERINC3	serine incorporator 3	protein	ENSG00000132824	10955	607165	NM_006811	Q13530	uc002xme.4	44496221	44522109	-1	GO:0005886	GO:0022857	GO:0006520	Predicted membrane proteins, Transporters	NA	Cervical cancer:1.01e-4 (unfavourable)	Expressed in all	Expressed in all	NA	testis: 201.7
SGK2	SGK2, serine/threonine kinase 2	protein	ENSG00000101049	10110	607589	NM_001199264	Q9HBY8	uc002xku.4	43558968	43588237	1	GO:0005622	GO:0016301	GO:0055085	Enzymes, Predicted intracellular proteins	Nucleoplasm	Urothelial cancer:5.65e-4 (favourable)	Group enriched	Mixed	NA	kidney: 43.2
SIGLEC1	sialic acid binding Ig like lectin 1	protein	ENSG00000088827	6614	600751	NM_023068	Q9BZZ2	uc002wja.3	3686970	3707128	-1	GO:0005576	GO:0003674	GO:0007155	CD markers, Predicted intracellular proteins, Predicted membrane proteins	NA	Renal cancer:8.69e-5 (unfavourable), Testis cancer:4.36e-4 (unfavourable)	Expressed in all	Mixed	NA	placenta: 27.3
SIRPA	signal regulatory protein alpha	protein	ENSG00000198053	140885	602461	NM_001040022	P78324	uc002wfq.3	1894167	1940592	1	GO:0005886	GO:0003674	GO:0007155	CD markers, Plasma proteins, Predicted membrane proteins	NA	NA	Expressed in all	Expressed in all	NA	cerebral cortex: 207.9
SIRPB1	signal regulatory protein beta 1	protein	ENSG00000101307	10326	603889	NM_001083910	O00241, Q5TFQ8	uc010gai.4	1563521	1620061	-1	GO:0005886	GO:0003674	GO:0016192	CD markers, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	Vesicles	NA	Mixed	Tissue enhanced	appendix: 38.7;bone marrow: 33.7	lung: 28.0
SIRPB2	signal regulatory protein beta 2	protein	ENSG00000196209	284759	NA	NM_001122962	Q5JXA9	uc002wfg.3	1470741	1491587	-1	GO:0005575	NA	NA	Predicted membrane proteins	Nuclear bodies	NA	Mixed	Tissue enhanced	appendix: 17.0	placenta: 10.9
SIRPD	signal regulatory protein delta	protein	ENSG00000125900	128646	NA	NM_178460	Q9H106	uc002wfi.4	1534251	1558843	-1	GO:0005576	NA	NA	Predicted intracellular proteins, Predicted secreted proteins	NA	NA	Not detected	Tissue enriched	testis: 72.6	appendix: 3.9
SIRPG	signal regulatory protein gamma	protein	ENSG00000089012	55423	605466	NM_001039508	Q9P1W8	uc002wfm.1	1629152	1657779	-1	GO:0005622	GO:0003674	GO:0007267	CD markers, Predicted membrane proteins	NA	Melanoma:7.36e-7 (favourable), Endometrial cancer:1.05e-6 (favourable), Renal cancer:1.47e-6 (unfavourable), Head and neck cancer:2.24e-4 (favourable)	Mixed	Tissue enhanced	lymph node: 38.8;tonsil: 25.8	appendix: 16.9
SLA2	Src like adaptor 2	protein	ENSG00000101082	84174	606577	NM_032214	Q9H6Q3	uc002xfv.4	36612318	36646216	-1	GO:0005768	GO:0030674	GO:0048870	Plasma proteins, Predicted intracellular proteins	Nucleoplasm<br>Golgi apparatus<br>Vesicles	Renal cancer:6.77e-8 (unfavourable), Cervical cancer:7.36e-4 (favourable)	Mixed	Tissue enhanced	lymph node: 11.8	spleen: 8.9
SLC2A4RG	SLC2A4 regulator	protein	ENSG00000125520	56731	609493	NM_020062	Q9NR83	uc002ygq.4	63739861	63743505	1	GO:0005737	GO:0003700	GO:0009058	Predicted intracellular proteins	Nuclear speckles	NA	Expressed in all	Expressed in all	NA	adipose tissue: 53.7
